PPAP Number,PPAP Req'd by Customer,Current Status,PPAP/IMDS from,FK_Customer_ID,Country,Rev,IMDS number,PPAP docs,Level,PPAP samples status,Reason of Submission,Sent to Customer,PSW returned from Cust Signed,Origin from report,Comments,INSPECTION REPORT NUMBER
PP00060-30,9/25/2024,PSW Pending Approve,VEN329,5121,Europe,2,1371536973 / 1,,4,Requested,Initial Submission,12/18/2024,,,,#N/D
PP00060-22,9/25/2024,PSW Pending Approve,VEN329,5116,Europe,2,1371537793 / 1,,4,Requested,Initial Submission,12/19/2024,,,,#N/D
PP00060-25,9/25/2024,PSW Pending Approve,VEN329,5118,Europe,2,1371538066 / 1,,4,Requested,Initial Submission,12/19/2024,,,,#N/D
PP00060-26,9/25/2024,PSW Pending Approve,VEN329,4475,Europe,2,1371536350 / 2,,4,Requested,Initial Submission,12/19/2024,,,,#N/D
PP00028-19,9/26/2024,Approved 2024,VEN329,5329,North America,28,1229370708 / 1,,1,n/a,Annual Validation,11/5/2024,6/11/2024,,,#N/D
PP00028-27,9/26/2024,Approved 2024,VEN238,5345,North America,10,1149845539 / 1,,1,n/a,Annual Validation,11/5/2024,6/11/2024,,,#N/D
PP00065-01,9/26/2024,IMDS sent to customer,VEN329,5169,Germany,,1358902386 / 4,,,,IMDS requested,10/2/2024,,,,#N/D
PP00064-01,9/30/2024,PSW Pending Approve,VEN238,4369,North America,45,1368512388 / 2,,4,requested,Initial Submission,11/8/2024,,,,#N/D
PP00064-02,9/30/2024,PSW Pending Approve,VEN238,4370,North America,45,1368512637 / 2,,4,requested,Initial Submission,11/8/2024,,,,#N/D
PP00061-06,10/4/2024,Approved 2025,VEN329,5696,North America,63,1368894275 / 2,,4,requested,Initial Submission,12/12/2024,9/1/2025,,,#N/D
PP00028-28,10/6/2024,Approved 2024,VEN238,5348,North America,10,1149845452 / 1,,1,n/a,Annual Validation,11/6/2024,6/11/2024,,,#N/D
PP00028-38,10/6/2024,Approved 2024,VEN238,5360,North America,10,1160610621 / 1,,1,n/a,Annual Validation,11/6/2024,7/11/2024,,,#N/D
PP00028-39,10/6/2024,Approved 2024,VEN238,5363,North America,10,1160623765 / 1,,1,n/a,Annual Validation,11/6/2024,7/11/2024,,,#N/D
PP00028-01,10/6/2024,Approved 2025,VEN238,48,North America,13,1193337616 / 1,,1,n/a,Annual Validation,11/6/2024,10/13/2025,,,
PP00012-03,10/11/2024,PSW Pending Approve,VEN238,4046,Mexico,45,1076160554 / 2,,4,n/a,Annual Validation,11/12/2024,,,,#N/D
PP00032-30,10/16/2024,Approved 2025,VEN329,5452,South America,64,1214709577 / 1,11/15/2024,4,Requested,Initial Submission,11/19/2024,2/25/2025,,,#N/D
PP00032-31,10/16/2024,Approved 2025,VEN329,5454,South America,64,1214745059 / 1,11/15/2024,4,Requested,Initial Submission,11/19/2024,2/25/2025,,,#N/D
PP00032-32,10/16/2024,PSW Pending Approve,VEN329,5456,South America,20,1214811503 / 1,11/15/2024,4,Requested,Initial Submission,11/21/2024,,,,#N/D
PP00032-34,10/16/2024,Approved 2025,VEN238,5458,South America,50,1128115723 / 1,,4,Requested,Initial Submission,11/19/2024,2/25/2025,,,#N/D
PP00032-28,10/16/2024,PSW Pending Approve,VEN329,5448,South America,64,1210982220 / 1,,4,Requested,Initial Submission,11/21/2024,,,,#N/D
PP00032-29,10/16/2024,PSW Pending Approve,VEN329,5450,South America,64,1194209127 / 1,,4,Requested,Initial Submission,11/21/2024,,,,#N/D
PP00034-37,10/31/2024,Approved 2025,VEN329,4782,Mexico,64,1374507593 / 1,,4,Requested,Initial Submission,11/27/2024,6/6/2025,,,#N/D
PP00034-38,10/31/2024,Approved 2025,VEN329,4776,Mexico,64,1374510364 / 1,,4,Requested,Initial Submission,11/27/2024,6/6/2025,,,#N/D
PP00034-39,10/31/2024,Approved 2025,VEN329,4775,Mexico,64,1374510778 / 1,,4,Requested,Initial Submission,11/27/2024,6/6/2025,,,#N/D
PP00042-0001,11/4/2024,Approved 2024,VEN329,5137,Mexico,10,1242955812 / 1,,2,n/a,Annual Validation,11/12/2024,11/19/2024,,,#N/D
PP00042-0002,11/4/2024,Approved 2024,VEN238,3803,Mexico,2,1256732125 / 1,,2,n/a,Annual Validation,11/12/2024,11/19/2024,,,#N/D
PP00042-0026,11/8/2024,PSW Pending Approve,VEN329,5145,Mexico,6,1380450387 / 1,,4,Requested,Initial Submission,12/17/2024,,,,#N/D
PP00034-40,11/13/2024,PSW Pending Approve,VEN329,4796,Mexico,20,1374511701 / 1,,4,Requested,Initial Submission,11/27/2024,,,,#N/D
PP00028-23,11/21/2024,Approved 2024,VEN329,5337,North America,21,1139569800 / 1,,1,n/a,Annual validation,12/12/2024,12/13/2024,,,#N/D
PP00028-30,11/21/2024,Approved 2024,VEN238,45,North America,13,1151980629 / 1,,1,n/a,Annual validation,12/12/2024,12/16/2024,,,#N/D
PP00034-41,12/9/2024,Approved 2024,VEN329,4781,Mexico,65,1380105017 / 1,,4,Requested,Initial Submission,12/16/2024,12/16/2024,,,#N/D
PP00034-42,12/9/2024,PSW Pending Approve,VEN329,4785,Mexico,20,1383251679 / 1,,4,Requested,Initial Submission,1/7/2025,,,,#N/D
PP00028-86,12/11/2024,Approved 2025,VEN025,36,North America,,,,1,n/a,Annual Validation,12/19/2024,2/21/2025,,,#N/D
PP00057-04,12/12/2024,Approved 2025,VEN238,3783,Europe,52,1384277421 / 2,7/1/2025,4,Requested,Initial Submission,2/7/2025,5/23/2025,,,#N/D
PP00057-02,12/12/2024,Approved 2025,VEN238,3784,Europe,52,1384276190 / 1,,4,Requested,Initial Submission,1/13/2025,5/23/2025,,,#N/D
PP00057-03,12/12/2024,Approved 2025,VEN238,3782,Europe,52,1384276619 / 1,,4,Requested,Initial Submission,1/13/2025,5/23/2025,,,#N/D
PP00066-01,12/19/2024,PSW Pending Approve,VEN025,5503,Mexico,,,,4,Requested,Initial Submission,1/6/2025,,,,#N/D
PP00028-47,12/22/2024,Approved 2025,VEN238,5375,North America,45,1292705003 / 1,,1,n/a,Annual validation,1/14/2025,1/21/2025,,,#N/D
PP00030-09,1/9/2025,Approved 2025,VEN025,5230,Mexico,,,1/22/2025,1,n/a,Annual validation,1/22/2025,5/2/2025,,,#N/D
PP00026-15,1/9/2025,Approved 2025,VEN025,5620,Mexico,,,1/22/2025,1,n/a,Annual validation,2/7/2025,3/4/2025,,,#N/D
PP00026-36,1/9/2025,Approved 2025,VEN025,5642,Mexico,,1184725334 / 2,1/22/2025,1,n/a,Annual validation,2/7/2025,3/4/2025,,,#N/D
PP00026-37,1/9/2025,Approved 2025,VEN025,5644,Mexico,,1184722921 / 2,1/22/2025,1,n/a,Annual validation,2/7/2025,3/4/2025,,,#N/D
PP00026-38,1/9/2025,Approved 2025,VEN025,5646,Mexico,,,1/22/2025,1,n/a,Annual validation,2/7/2025,3/4/2025,,,#N/D
PP00026-39,1/9/2025,Approved 2025,VEN025,5648,Mexico,,,1/22/2025,1,n/a,Annual validation,2/7/2025,3/4/2025,,,#N/D
PP00026-45,1/9/2025,Approved 2025,VEN025,5654,Mexico,,,1/22/2025,1,n/a,Annual validation,2/7/2025,3/4/2025,,,#N/D
PP00026-46,1/9/2025,Approved 2025,VEN025,5655,Mexico,,,1/22/2025,1,n/a,Annual validation,2/7/2025,3/4/2025,,,#N/D
PP00026-47,1/9/2025,Approved 2025,VEN025,5656,Mexico,,,1/22/2025,1,n/a,Annual validation,2/7/2025,3/4/2025,,,#N/D
PP00026-48,1/9/2025,Approved 2025,VEN025,5657,Mexico,,,1/22/2025,1,n/a,Annual validation,2/7/2025,3/4/2025,,,#N/D
PP00026-09,1/9/2025,Approved 2025,VEN329,5611,Mexico,20,1201094179 / 1,,4,Requested,Initial Submission,2/7/2025,3/4/2025,,,
PP00026-10,1/9/2025,Approved 2025,VEN329,5613,Mexico,65,1245240801 / 1,,4,Requested,Annual validation,2/7/2025,3/4/2025,,,PR2025001
PP00026-11,1/9/2025,Approved 2025,VEN329,5615,Mexico,65,1245243969 / 1,,4,Requested,Annual validation,2/7/2025,3/4/2025,,,PR2025001
PP00046-01,1/9/2025,PSW Pending Approve,VEN025,4664,Mexico,,,,1,n/a,Annual validation,2/14/2025,,,,#N/D
PP00046-02,1/9/2025,PSW Pending Approve,VEN025,4665,Mexico,,,,1,n/a,Annual validation,2/14/2025,,,,#N/D
PP00067-01,1/10/2025,Approved 2025,VEN329,4425,Japan,30,1385493488 / 1,,4,Requested,Initial Submission,1/20/2025,6/2/2025,,,#N/D
PP00067-02,1/10/2025,Approved 2025,VEN329,4428,Japan,30,1385504305 / 1,,4,Requested,Initial Submission,1/20/2025,6/2/2025,,,#N/D
PP00067-03,1/10/2025,Approved 2025,VEN329,4427,Japan,30,1385508961 / 1,,4,Requested,Initial Submission,1/20/2025,6/2/2025,,,#N/D
PP00067-04,1/10/2025,Approved 2025,VEN329,4429,Japan,30,1385510387 / 1,,4,Requested,Initial Submission,1/20/2025,6/2/2025,,,#N/D
PP00067-05,1/10/2025,Approved 2025,VEN329,4430,Japan,30,1385520567 / 1,,4,Requested,Initial Submission,1/20/2025,6/2/2025,,,#N/D
PP00028-48,1/13/2025,Approved 2025,VEN329,54,North America,65,1230815655 / 1,,1,approved,Annual validation,1/28/2025,1/29/2025,,,PR2025016
PP00032-35,1/15/2025,Approved 2025,VEN238,5459,South America,45,1161359076 / 1,2/22/2024,4,Requested,Initial Submission,1/28/2025,2/25/2025,,,#N/D
PP00067-13,1/17/2025,Approved 2025,VEN329,4439,Japan,30,1388020665 / 1,1/23/2025,4,Requested,Initial submission,1/28/2025,3/4/2025,,,#N/D
PP00067-15,1/17/2025,Approved 2025,VEN329,4444,Japan,30,1388373582 / 1,1/23/2025,4,Requested,Initial submission,1/28/2025,3/4/2025,,,#N/D
PP00067-16,1/17/2025,Approved 2025,VEN329,4440,Japan,30,1388376764 / 1,1/23/2025,4,Requested,Initial submission,1/28/2025,3/4/2025,,,#N/D
PP00067-17,1/17/2025,Approved 2025,VEN329,4443,Japan,30,1388387644 / 1,1/23/2025,4,Requested,Initial submission,1/28/2025,3/4/2025,,,#N/D
PP00067-19,1/17/2025,Approved 2025,VEN329,4438,Japan,31,1388388063 / 1,1/23/2025,4,Requested,Initial submission,1/28/2025,3/4/2025,,,#N/D
PP00067-20,1/17/2025,Approved 2025,VEN329,4441,Japan,31,1388388281 / 1,1/23/2025,4,Requested,Initial submission,1/28/2025,3/4/2025,,,#N/D
PP00067-18,1/17/2025,Approved 2025,VEN329,4445,Japan,30,1388387812 / 1,1/23/2025,4,Requested,Initial submission,1/28/2025,10/4/2025,,,#N/D
PP00067-14,1/17/2025,PSW Pending Approve,VEN329,4442,Japan,30,1388371797 / 1,1/23/2025,4,Requested,Initial submission,1/28/2025,,,,#N/D
PP00028-41,1/17/2025,Approved 2025,VEN329,51,North America,21,1132192015 / 1,,1,approved,Annual Validation,1/17/2025,1/20/2025,,,0
PP00067-06,1/17/2025,Approved 2025,VEN238,4431,Japan,5,1394556287 / 2,,4,Requested,Initial submission,2/19/2025,3/3/2025,,,#N/D
PP00067-07,1/17/2025,Approved 2025,VEN238,4432,Japan,5,1394556857 / 1,,4,Requested,Initial submission,2/19/2025,3/3/2025,,,#N/D
PP00067-08,1/17/2025,Approved 2025,VEN238,4433,Japan,5,1394574886 / 1,,4,Requested,Initial submission,2/19/2025,3/3/2025,,,#N/D
PP00067-09,1/17/2025,Approved 2025,VEN238,4434,Japan,5,1394576790 / 1,,4,Requested,Initial submission,2/19/2025,3/3/2025,,,#N/D
PP00067-10,1/17/2025,Approved 2025,VEN238,4435,Japan,5,1394578943 / 1,,4,Requested,Initial submission,2/19/2025,3/3/2025,,,#N/D
PP00067-11,1/17/2025,Approved 2025,VEN238,4436,Japan,5,1394585145 / 1,,4,Requested,Initial submission,2/19/2025,3/3/2025,,,#N/D
PP00067-22,1/17/2025,Approved 2025,VEN329,4448,Japan,31,1394585334 / 1,,4,Requested,Initial submission,2/19/2025,3/3/2025,,,#N/D
PP00067-23,1/17/2025,Approved 2025,VEN329,4446,Japan,31,1394585468 / 1,,4,Requested,Initial submission,2/19/2025,3/3/2025,,,#N/D
PP00067-24,1/17/2025,Approved 2025,VEN329,4447,Japan,31,1394585552 / 1,,4,Requested,Initial submission,2/19/2025,3/3/2025,,,#N/D
PP00067-12,1/17/2025,PSW Pending Approve,VEN238,4437,Japan,5,1394585216 / 1,,4,Requested,Initial submission,2/19/2025,,,,#N/D
PP00067-21,1/21/2025,Approved 2025,VEN329,4426,Japan,30,1387597435 / 1,,4,Requested,Initial submission,1/22/2025,6/2/2025,,,#N/D
PP00028-73,2/7/2025,Approved 2025,VEN329,56,North America,65,1303588700 / 1,,1,approved,Annual validation,2/18/2025,2/18/2025,,,0
PP00042-0027,2/7/2025,Approved 2025,VEN238,3802,Mexico,1,1395846143 / 1,,3,approved,Initial Submission,2/26/2025,6/3/2025,,,PR2025002
PP00061-07,2/8/2025,Approved 2025,VEN329,5697,North America,20,1395553124 / 1,10/6/2024,4,n/a,Initial Submission,2/20/2025,9/4/2025,,,#N/D
PP00061-08,2/8/2025,PSW Pending Approve,VEN329,5698,North America,20,1395553289 / 1,10/6/2024,4,n/a,Initial Submission,2/20/2025,,,,#N/D
PP00061-09,2/8/2025,PSW Pending Approve,VEN329,5699,North America,20,1395553508 / 1,10/6/2024,4,n/a,Initial Submission,2/20/2025,,,,#N/D
PP00068-01,2/12/2025,Approved 2025,VEN329,4313,Mexico,32,1393860231 / 1,,4,Requested,Initial Submission,2/24/2025,3/20/2025,,,#N/D
PP00028-03,2/18/2025,Approved 2025,VEN329,5306,North America,65,1196293250 / 1,,1,n/a,Annual Validation,2/18/2025,11/14/2025,,,PR2024004
PP00028-70,2/21/2025,Approved 2025,VEN238,42,North America,45,1300849554 / 1,,1,n/a,Annual Validation,3/20/2025,3/24/2025,,,#N/D
PP00034-01,2/21/2025,PSW Pending Approve,VEN329,4803,Mexico,32,1201048994 / 1,,4,n/a,Annual Validation,3/19/2025,,,,
PP00028-74,2/22/2025,Approved 2025,VEN329,57,North America,65,1303589769 / 1,,1,n/a,Annual validation,3/20/2025,3/24/2025,,,#N/D
PP00027-01,2/25/2025,PSW Pending Approve,VEN238,4569,Europe,26,1188108153 / 1,4/3/2025,2,n/a,Initial Submission,3/26/2025,,,,PR2025003
PP00027-05,2/25/2025,PSW Pending Approve,VEN238,4571,Europe,26,1188109083 / 1,,4,n/a,Initial Submission,3/26/2025,,,,#N/D
PP00027-06,2/25/2025,PSW Pending Approve,VEN238,4572,Europe,26,1189551671 / 1,,2,n/a,Initial Submission,3/26/2025,,,,#N/D
PP00027-07,2/25/2025,PSW Pending Approve,VEN238,4573,Europe,26,1188110244 / 1,,2,n/a,Initial Submission,3/26/2025,,,,#N/D
PP00058-01,2/27/2025,PSW Pending Approve,VEN238,4304,Mexico,9,1375318365 / 1,,4,requested,Initial Submission,3/4/2025,,,,#N/D
PP00058-02,2/27/2025,PSW Pending Approve,VEN238,4302,Mexico,9,1375318996 / 1,,4,requested,Initial Submission,3/4/2025,,,,#N/D
PP00058-03,2/27/2025,PSW Pending Approve,VEN238,4300,Mexico,25,1375319526 / 1,,4,requested,Initial Submission,3/4/2025,,,,#N/D
PP00058-04,2/27/2025,PSW Pending Approve,VEN238,4298,Mexico,25,1376102724 / 1,,4,requested,Initial Submission,3/4/2025,,,,#N/D
PP00058-05,2/27/2025,PSW Pending Approve,VEN238,4306,Mexico,25,1376103257 / 1,,4,requested,Initial Submission,3/4/2025,,,,#N/D
PP00058-06,2/27/2025,PSW Pending Approve,VEN238,4296,Mexico,25,1376103568 / 1,,4,requested,Initial Submission,3/4/2025,,,,#N/D
PP00028-10,3/4/2025,Approved 2025,VEN238,47,North America,45,1128113771 / 3,,1,n/a,Annual validation,3/28/2025,3/31/2025,,,0
PP00034-43,3/4/2025,Information sent to customer,VEN329,4807,Mexico,,,,,n/a,MDS requested,3/21/2025,,,,#N/D
PP00025-01,3/6/2025,PSW Pending Approve,VEN238,70,Mexico,39,1285136462 / 1,,1,requested,Annual Validation,4/1/2025,,,,#N/D
PP00025-02,3/6/2025,PSW Pending Approve,VEN238,73,Mexico,6,1285137916 / 1,,1,requested,Annual Validation,4/1/2025,,,,0
PP00025-03,3/6/2025,PSW Pending Approve,VEN238,72,Mexico,6,1285142630 / 1,,1,requested,Annual Validation,4/1/2025,,,,0
PP00025-04,3/6/2025,PSW Pending Approve,VEN238,74,Mexico,39,1285143563 / 1,,1,n/a,Annual Validation,4/1/2025,,,,PR2025004
PP00065-01,3/10/2025,IMDS sent to customer,VEN329,4561,Germany,0,1400918240 / 2,,,n/a,IMDS requested,3/11/2025,,,,#N/D
PP00028-05,3/16/2025,Approved 2025,VEN238,5312,North America,10,1214724948 / 1,,1,n/a,Annual Validation,4/10/2025,9/5/2025,,,#N/D
PP00028-31,3/19/2025,Approved 2025,VEN238,46,North America,45,1151962414 / 1,,1,n/a,Annual Validation,4/10/2025,4/29/2025,,,#N/D
PP00028-40,3/19/2025,Approved 2025,VEN238,38,North America,45,1132173549 / 1,,1,n/a,Annual Validation,4/10/2025,9/5/2025,,,0
PP00028-42,3/19/2025,Approved 2025,VEN238,5366,North America,45,1173684862 / 1,,1,n/a,Annual Validation,4/10/2025,9/5/2025,,,#N/D
PP00028-45,3/19/2025,Approved 2025,VEN238,5372,North America,45,1173683423 / 1,,1,n/a,Annual Validation,4/10/2025,9/5/2025,,,#N/D
PP00028-72,3/23/2025,Approved 2025,VEN329,5403,North America,,1309072701 / 1,,1,n/a,Annual validation,4/10/2025,5/14/2025,,,#N/D
PP00024-24,3/24/2025,PSW Pending Approve,VEN025,5497,Europe,,836149091 / 2,,1,n/a,Annual validation,4/10/2025,,,,#N/D
PP00060-34,3/25/2025,PSW Pending Approve,VEN329,5122,Europe,,1408097197 / 1,,4,Requested,Initial Submission,4/8/2025,,,,0
PP00069-01,3/27/2025,Approved 2025,VEN329,3987,Mexico,23,1408940282 / 2,,3,Requested,Initial Submission,5/5/2025,2/6/2025,,,0
PP00024-25,4/3/2025,PSW Pending Approve,VEN025,5498,Europe,,,,1,n/a,Annual validation,4/16/2025,,,,#N/D
PP00024-26,4/3/2025,PSW Pending Approve,VEN025,5499,Europe,,,,1,n/a,Annual validation,4/16/2025,,,,#N/D
PP00034-45,4/9/2025,Approved 2025,VEN329,4793,Mexico,20,1413801150 / 1,4/18/2025,4,Requested,Initial Submission,5/5/2025,5/5/2025,,,0
PP00034-44,4/9/2025,Approved 2025,VEN025,4754,Mexico,,,,4,n/a,Initial Submission,5/7/2025,9/6/2025,,,#N/D
PP00059-12,4/10/2025,Approved 2025,VEN329,58,North America,68,1412092509 / 2,4/18/2025,4,Requested,Initial Submission,5/12/2025,6/6/2025,,,PR2025005
PP00053-11,4/11/2025,Approved 2025,VEN238,3971,Mexico,24,1415658348 / 1,4/25/2025,4,Requested,Initial Submission,5/12/2025,5/15/2025,,,PR2025006
PP00047-11,4/11/2025,PSW Pending Approve,VEN025,5519,Mexico,,,,4,n/a,Initial Submission,4/30/2025,,,,#N/D
PP00047-13,4/11/2025,PSW Pending Approve,VEN025,5521,Mexico,,,,4,n/a,Initial Submission,4/30/2025,,,,#N/D
PP00047-14,4/11/2025,PSW Pending Approve,VEN025,5522,Mexico,,,,4,n/a,Initial Submission,4/30/2025,,,,#N/D
PP00047-16,4/16/2025,IMDS sent to customer,VEN025,5524,Mexico,,,,,n/a,IMDS requested,4/30/2025,4/30/2025,,,#N/D
PP00028-08,4/17/2025,Approved 2025,VEN238,40,North America,45,1125717047 / 3,,1,n/a,Annual Validation,4/17/2025,4/17/2025,*,,#N/D
PP00028-09,4/21/2025,Approved 2025,VEN238,44,North America,45,1128113642 / 2,,1,n/a,Annual Validation,5/15/2025,5/22/2025,,,#N/D
PP00042-0028,4/21/2025,Approved 2025,VEN329,5146,Mexico,2,1416660873 / 2,,4,approved,Initial Submission,5/15/2025,12/6/2025,,,0
PP00047-17,4/28/2025,IMDS sent to customer,VEN025,5525,Mexico,,,,,n/a,IMDS requested,5/6/2025,6/5/2025,,,#N/D
PP00047-18,4/28/2025,IMDS sent to customer,VEN025,5526,Mexico,,,,,n/a,IMDS requested,5/6/2025,6/5/2025,,,#N/D
PP00047-19,4/28/2025,IMDS sent to customer,VEN025,5527,Mexico,,,,,n/a,IMDS requested,5/6/2025,6/5/2025,,,#N/D
PP00032-37,4/30/2025,Approved 2025,VEN238,5461,South America,56,1418818478 / 1,5/19/2025,4,n/a,Initial Submission,5/22/2025,6/17/2025,,,PR2025007
PP00032-36,4/30/2025,Approved 2025,VEN238,5460,South America,56,1160608585 / 1,,4,n/a,Initial Submission,5/22/2025,6/17/2025,,,PR2025004
PP00028-87,5/6/2025,Approved 2025,VEN329,5417,North America,32,1232776754 / 1,,4,n/a,Initial Submission,5/15/2025,6/24/2025,,,#N/D
PP00047-12,5/7/2025,PSW Pending Approve,VEN025,5520,Mexico,,1405436172 / 1,,4,Requested,Initial Submission,6/12/2025,,*,,#N/D
PP00047-15,5/7/2025,PSW Pending Approve,VEN025,5523,Mexico,,,,4,Requested,Initial Submission,6/12/2025,,*,,#N/D
PP00045-05,5/13/2025,Approved 2022,VEN025,4722,Mexico,,,,4,n/a,Initial Submission,5/13/2025,2/24/2022,*,,#N/D
PP00029-17,5/13/2025,Approved 2023,VEN025,5135,Mexico,,,,4,n/a,Initial Submission,5/13/2025,10/18/2023,*,,#N/D
PP00028-81,5/14/2025,Approved 2025,VEN025,5472,North America,,,5/30/2024,1,n/a,Annual Validation,6/18/2025,11/26/2025,,,#N/D
PP00028-82,5/14/2025,PSW Pending Approve,VEN025,5474,North America,,,5/30/2024,1,n/a,Annual Validation,6/18/2025,,,,#N/D
PP00028-55,5/14/2025,Approved 2025,VEN238,5383,North America,13,1153164534 / 1,,1,n/a,Annual Validation,5/16/2025,5/20/2025,,,#N/D
PP00028-56,5/14/2025,Approved 2025,VEN238,5385,North America,13,1153163904 / 1,,1,n/a,Annual Validation,5/16/2025,5/20/2025,,,#N/D
PP00028-57,5/14/2025,Approved 2025,VEN238,49,North America,45,1161359076 / 1,,1,n/a,Annual Validation,5/16/2025,5/20/2025,,,#N/D
PP00028-06,5/14/2025,Approved 2025,VEN238,43,North America,45,1202433545 / 1,,1,n/a,Annual Validation,5/20/2025,5/21/2025,,,#N/D
PP00028-11,5/14/2025,Approved 2025,VEN238,39,North America,45,1125702153 / 2,,1,n/a,Annual Validation,5/20/2025,5/21/2025,,,#N/D
PP00028-07,5/14/2025,Approved 2025,VEN329,5315,North America,68,1210982220 / 2,,1,n/a,Annual validation,5/15/2025,5/22/2025,,,#N/D
PP00028-37,5/14/2025,Approved 2025,VEN238,5357,North America,45,1173684082 / 1,,1,n/a,Annual Validation,5/15/2025,5/22/2025,,,0
PP00028-32,5/14/2025,Approved 2025,VEN238,37,North America,14,1138118931 / 1,,1,n/a,Annual Validation,5/20/2025,5/26/2025,,,PR2025008
PP00028-50,5/14/2025,Approved 2025,VEN238,50,North America,14,1134426525 / 1,,1,n/a,Annual Validation,5/20/2025,5/26/2025,,,#N/D
PP00028-61,5/14/2025,Approved 2025,VEN329,4015,North America,23,1172779258 / 2,,1,n/a,Annual Validation,5/15/2025,5/27/2025,,,#N/D
PP00028-34,5/14/2025,Approved 2025,VEN329,5353,North America,23,1172779204 / 2,,1,n/a,Annual Validation,5/16/2025,5/29/2025,,,#N/D
PP00028-53,5/14/2025,Approved 2025,VEN238,5380,North America,14,1165241008 / 1,,1,n/a,Annual Validation,5/16/2025,5/29/2025,,,#N/D
PP00028-58,5/14/2025,Approved 2025,VEN329,5387,North America,23,1171171980 / 2,,1,n/a,Annual Validation,5/16/2025,5/29/2025,,,#N/D
PP00028-88,5/14/2025,Approved 2025,VEN025,5418,North America,,,,1,n/a,Annual Validation,6/18/2025,6/20/2025,,,#N/D
PP00028-90,5/14/2025,Approved 2025,VEN025,5420,North America,,,,1,n/a,Annual validation,6/18/2025,6/20/2025,,,#N/D
PP00028-91,5/14/2025,Approved 2025,VEN025,5476,North America,,,,1,n/a,Annual Validation,6/18/2025,6/20/2025,,,#N/D
PP00028-92,5/14/2025,Approved 2025,VEN025,5477,North America,,,,1,n/a,Annual Validation,6/18/2025,6/20/2025,,,#N/D
PP00028-89,5/14/2025,Approved 2025,VEN025,5419,North America,,,,1,n/a,Annual Validation,6/18/2025,10/22/2025,,,#N/D
PP00028-65,5/14/2025,Approved 2025,VEN025,5393,North America,,984817423 / 1,,1,n/a,Annual Validation,6/18/2025,11/26/2025,,,#N/D
PP00028-67,5/14/2025,Approved 2025,VEN025,5395,North America,,912298266 / 1,,1,n/a,Annual Validation,6/18/2025,11/26/2025,,,#N/D
PP00028-68,5/14/2025,PSW Pending Approve,VEN238,5397,North America,56,1152754527 / 1,,1,n/a,Annual Validation,5/20/2025,,,,#N/D
PP00028-71,5/14/2025,PSW Pending Approve,VEN238,5400,North America,45,1152763196 / 1,,1,n/a,Annual Validation,5/20/2025,,,,#N/D
PP00036-24,5/16/2025,Approved 2018,VEN025,5195,Mexico,,,,1,n/a,Annual Validation,5/16/2025,8/17/2018,*,Approved in 2018,#N/D
PP00047-23,5/16/2025,Approved 2023,VEN025,5531,Mexico,,,,4,n/a,Initial Submission,5/16/2025,10/26/2023,*,Submited,#N/D
PP00047-24,5/16/2025,Approved 2023,VEN025,5532,Mexico,,,,4,n/a,Initial Submission,5/16/2025,10/26/2023,*,Submited,#N/D
PP00047-20,5/16/2025,PSW Pending Approve,VEN025,5528,Mexico,,,,4,n/a,Initial Submission,6/25/2025,,*,Now requested (13-jun-2025),#N/D
PP00047-22,5/16/2025,PSW Pending Approve,VEN025,5530,Mexico,,,,4,n/a,Initial Submission,6/25/2025,,*,Now requested (13-jun-2025),#N/D
PP00047-21,5/16/2025,PSW Pending Approve,VEN025,5529,Mexico,,,,4,n/a,Initial Submission,6/30/2025,,*,Now requested (13-jun-2025),#N/D
PP00061-11,5/16/2025,PPAP ready to be sent to customer,VEN329,5701,North America,71,1429983779 / 1,,4,n/a,Initial Submission,7/16/2025,,*,,0
PP00061-10,5/16/2025,PPAP ready to be sent to customer,VEN329,5700,North America,74,1429982031 / 1,,3,n/a,Initial Submission,10/9/2025,,*,,PR2025009
PP00028-76,5/20/2025,Approved 2025,VEN238,5405,North America,,1326974042 / 1,1/5/2024,1,n/a,Annual Validation,6/5/2025,6/6/2025,,,#N/D
PP00028-77,5/20/2025,Approved 2025,VEN238,5407,North America,,1326975182 / 1,1/5/2024,1,n/a,Annual Validation,6/5/2025,6/6/2025,,,#N/D
PP00028-78,5/20/2025,Approved 2025,VEN329,5409,North America,20,1326975674 / 2,10/5/2024,1,n/a,Annual Validation,6/5/2025,6/17/2025,,,#N/D
PP00028-79,5/21/2025,Approved 2025,VEN329,5411,North America,20,1326976042 / 1,10/5/2024,1,n/a,Annual Validation,6/5/2025,6/17/2025,,,#N/D
PP00028-80,5/21/2025,Approved 2025,VEN329,5413,North America,20,1326977769 / 1,10/5/2024,1,n/a,Annual Validation,6/5/2025,6/17/2025,,,#N/D
PP00053-12,5/21/2025,Approved 2025,VEN238,3968,Mexico,56,1426132991 / 1,,4,approved,Initial Submission,6/19/2025,6/20/2025,,,PR2025011
PP00047-25,5/22/2025,IMDS sent to customer,VEN025,5534,Mexico,,,,,n/a,IMDS requested,6/4/2025,,,,#N/D
PP00047-26,5/23/2025,PSW Pending Approve,VEN025,5535,Mexico,,,,4,requested,Initial Submission,6/25/2025,,*,"Material not sold yet, just forecast",#N/D
PP00047-27,5/23/2025,PSW Pending Approve,VEN025,5536,Mexico,,,,4,requested,Initial Submission,6/25/2025,,*,Now requested (13-jun-2025),#N/D
